URL,ID,MPN,NAME,BRAND,CATEGORY,TAG,OVERVIEW,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10,FEATURE_11,FEATURE_12,FEATURE_13,FEATURE_14,FEATURE_15,FEATURE_16,FEATURE_17,FEATURE_18,FEATURE_19,FEATURE_20,FEATURE_21,FEATURE_22,FEATURE_23,FEATURE_24,FEATURE_25,FEATURE_26,FEATURE_27,FEATURE_28,FEATURE_29,FEATURE_30,FEATURE_31,FEATURE_32,FEATURE_33,FEATURE_34,FEATURE_35,FEATURE_36,FEATURE_37,FEATURE_38,FEATURE_39,FEATURE_40,FEATURE_41,FEATURE_42,FEATURE_43,FEATURE_44,FEATURE_45,FEATURE_46,FEATURE_47,FEATURE_48,FEATURE_49,FEATURE_50,FEATURE_51,SPEC_HEADER_1,SPEC_VALUE_1,SPEC_HEADER_2,SPEC_VALUE_2,SPEC_HEADER_3,SPEC_VALUE_3,SPEC_HEADER_4,SPEC_VALUE_4,SPEC_HEADER_5,SPEC_VALUE_5,SPEC_HEADER_6,SPEC_VALUE_6,SPEC_HEADER_7,SPEC_VALUE_7,SPEC_HEADER_8,SPEC_VALUE_8,SPEC_HEADER_9,SPEC_VALUE_9,SPEC_HEADER_10,SPEC_VALUE_10,SPEC_HEADER_11,SPEC_VALUE_11,SPEC_HEADER_12,SPEC_VALUE_12,SPEC_HEADER_13,SPEC_VALUE_13,SPEC_HEADER_14,SPEC_VALUE_14,SPEC_HEADER_15,SPEC_VALUE_15,SPEC_HEADER_16,SPEC_VALUE_16,SPEC_HEADER_17,SPEC_VALUE_17,SPEC_HEADER_18,SPEC_VALUE_18,SPEC_HEADER_19,SPEC_VALUE_19,SPEC_HEADER_20,SPEC_VALUE_20,SPEC_HEADER_21,SPEC_VALUE_21,SPEC_HEADER_22,SPEC_VALUE_22,SPEC_HEADER_23,SPEC_VALUE_23,SPEC_HEADER_24,SPEC_VALUE_24,SPEC_HEADER_25,SPEC_VALUE_25,SPEC_HEADER_26,SPEC_VALUE_26,SPEC_HEADER_27,SPEC_VALUE_27,SPEC_HEADER_28,SPEC_VALUE_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMG_SRC_1,IMG_SRC_2,IMG_SRC_3,IMG_SRC_4,IMG_SRC_5,IMG_SRC_6,IMG_SRC_7,IMG_SRC_8,IMG_SRC_9,IMG_SRC_10,IMG_SRC_11,IMG_SRC_12,IMG_SRC_13,IMG_SRC_14,IMG_SRC_15,IMG_SRC_16,IMG_SRC_17,IMG_SRC_18,IMG_SRC_19,IMG_SRC_20,IMG_SRC_21,IMG_SRC_22,IMG_SRC_23,IMG_SRC_24,IMG_SRC_25,IMG_SRC_26,IMG_SRC_27,IMG_SRC_28,IMG_SRC_29,IMG_SRC_30,IMG_SRC_31,IMG_SRC_32,IMG_SRC_33,IMG_SRC_34,IMG_SRC_35,IMG_SRC_36,IMG_SRC_37,IMG_SRC_38,IMG_SRC_39,IMG_SRC_40,IMG_SRC_41,IMG_SRC_42,IMG_SRC_43,IMG_SRC_44,IMG_SRC_45,IMG_SRC_46,IMG_SRC_47,IMG_SRC_48,IMG_SRC_49,IMG_SRC_50,IMG_SRC_51,IMG_SRC_52,IMG_SRC_53,IMG_SRC_54,IMG_SRC_55,IMG_SRC_56,IMG_SRC_57,IMG_SRC_58,IMG_SRC_59,IMG_SRC_60
http://www.maxwarehouse.com/products/3m-drywall-sanding-screen-120-grit-fine-4-1-2-x-11-drywall,ACE-12691,Model: 9089NA-CC,3M 11-1/4 in. L X 4-3/16 in. W 220 Grit Sandpaper 1 pk,3M,Home > Paint > Paint Supplies > Sandpaper And Steel Wool,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Fine grit drywall sanding screen is made to fit most drywall sanding tools. Made with a sharp synthetic mineral for long-lasting performance. Waterproof and can be rinsed for reuse. Features an open mesh cloth backing which reduces loading.

                
                </div>",Fine grit drywall sanding screen is made to fit most drywall sanding tools. Made with a sharp synthetic mineral for long-lasting performance. Waterproof and can be rinsed for reuse. Features an open mesh cloth backing which reduces loading.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.12,Length (in.),0.25,Width (in.),4.7,Height (in.),12,UPC,51131502154,Manufacturer Part No,9089NA-CC,Brand Name,3M,Length,11-1/4 in.,Width,4-3/16 in.,Grit Type,Fine,Packaging Type,Carded,Wet or Dry,Wet and Dry,Grit,220 Grit,Product Type,Sandpaper,Number in Package,1 pk,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-drywall-sanding-sponge-fine-medium-drywall,ACE-18006,Model: 9093DC-NA,3M 3-3/4 in. L X 2-5/8 in. W X 1 in. Fine/Medium Small Area Sanding Sponge,3M,"Home > TOOLS & HARDWARE > Hardware > Floors, Walls & Ceilings","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M small drywall sanding sponge 9093DCNA, 3.75 inch x 2.625 inch x 1 inch, Fine/Medium. 3M sanding sponge is ideal for sanding wood, paint, metal, plastic and drywall. When finished, simply rinse and reuse.

                
                </div>","3M small drywall sanding sponge 9093DCNA, 3.75 inch x 2.625 inch x 1 inch, Fine/Medium. 3M sanding sponge is ideal for sanding wood, paint, metal, plastic and drywall. When finished, simply rinse and reuse.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),1.25,Width (in.),2.7,Height (in.),4.5,UPC,51144090938,Manufacturer Part No,9093DC,Brand Name,3M,Length,3-3/4 in.,Thickness,1 in.,Product Type,Sanding Sponge,Number in Package,1 pk,Color,Black,Width,2-5/8 in.,Grit Type,Fine/Medium,Sandpaper Type,Small Area,Packaging Type,Sleeve,Material,Aluminum Oxide,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-dual-angle-sanding-sponge-150-grit-2-625-x-4-5-x-1-wood,ACE-1400126,Model: 9562,3M Sandblaster 4-1/2 in. L X 2-1/2 in. W X 1 in. 150 Grit Medium Dual Angle Sanding Sponge,3M,Home > Cleaning > Cleaning Tools > Sponges And Scouring Pads,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Comfortable, powerful - the 3M premium sanding block sponge delivers a great sanding experience in the palm of your hand. This durable sanding sponge helps you get the job done fast with premium grits and the pliable design lets you get into hard to reach places. A unique coating resists clogging for long use and this sanding sponge is perfect for wet or dry sanding. When your job is complete, simply rinse the sponge and reuse it. Get a professional result with the 3M premium faster sanding block sponge.

                
                </div>","Comfortable, powerful - the 3M premium sanding block sponge delivers a great sanding experience in the palm of your hand. This durable sanding sponge helps you get the job done fast with premium grits and the pliable design lets you get into hard to reach places. A unique coating resists clogging for long use and this sanding sponge is perfect for wet or dry sanding. When your job is complete, simply rinse the sponge and reuse it. Get a professional result with the 3M premium faster sanding block sponge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),1.2,Width (in.),3.2,Height (in.),5.2,UPC,51111505601,Manufacturer Part No,9562,Brand Name,3M,Length,4-1/2 in.,Width,2-1/2 in.,Thickness,1 in.,Grit,150 Grit,Grit Type,Medium,Product Type,Sanding Sponge,Number in Package,1 pk,Color,Yellow,Packaging Type,Carded,Sandpaper Type,Dual Angle,Material,Aluminum Oxide,Sub Brand,Sandblaster,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-dual-angle-sanding-sponge-60-grit-2-625-x-4-5-x-1-wood,ACE-1400118,Model: 9558,3M Sandblaster 4-1/2 in. L X 2-1/2 in. W X 1 in. 60 Grit Medium Sanding Sponge,3M,Home > Cleaning > Cleaning Tools > Sponges And Scouring Pads,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M SandBlaster Edge Detailing Sanding Sponges are built for the demands of your job. Great for sanding painted surfaces and resist loading which allows for larger sanding coverage and faster sanding*. Use for flat surface sanding and getting into corners. Can be used on wood or metal. Use coarse grits to remove coatings, medium grits for bare surface sanding and fine grits for between coats sanding.*When compared to 3M Conventional Sanding Sponges.

                
                </div>",3M SandBlaster Edge Detailing Sanding Sponges are built for the demands of your job. Great for sanding painted surfaces and resist loading which allows for larger sanding coverage and faster sanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.1,Length (in.),1.2,Width (in.),3.2,Height (in.),4.85,UPC,51135812884,Manufacturer Part No,9558,Brand Name,3M,Length,4-1/2 in.,Width,2-1/2 in.,Thickness,1 in.,Grit Type,Medium,Product Type,Sanding Sponge,Packaging Type,Carded,Number in Package,1 pk,Color,Yellow,Grit,60 Grit,Sub Brand,Sandblaster,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-duct-tape-multi-purpose-multi-purpose-10-yd-silver-pack-of-24,ACE-40990,Model: 2910-C,3M 1110-A 10 Yards Multi Use Duct Tape,3M,Home > Heating And Cooling > HVAC Parts and Accessories,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Scotch® Multi-Use Duct Tape is an all-purpose duct tape that is excellent for a variety of applications in and around the home or workshop. Recommended For; Bundling and securing, repairs, patching and protecting, sealing boxes for storage, mailing and shipping, regripping handles.

                
                </div>","Scotch® Multi-Use Duct Tape is an all-purpose duct tape that is excellent for a variety of applications in and around the home or workshop. Recommended For; Bundling and securing, repairs, patching and protecting, sealing boxes for storage, mailing and shipping, regripping handles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPC,51131980020,Manufacturer Part No,2910-C,Width,1.88 in.,Product Type,Duct Tape,Color,Silver,UV Resistant,No,Packaging Type,Shrinkwrap,Indoor or Outdoor,Indoor,Material,Polyethylene,Brand Name,3M,Sub Brand,Scotch,Length,10 yd,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-duct-tape-multi-purpose-multi-purpose-60-yd-silver-pack-of-24,ACE-44783,Model: 2960-A,Scotch 1.88 In. W X 60 Yd. L Silver Duct Tape,3M,Home > Heating And Cooling > HVAC Parts and Accessories,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Scotch® Multi-Use Duct Tape is an all-purpose duct tape that is excellent for a variety of applications in and around the home or workshop. Recommended For; Bundling and securing, repairs, patching and protecting, sealing boxes for storage, mailing and shipping, regripping handles.

                
                </div>","Scotch® Multi-Use Duct Tape is an all-purpose duct tape that is excellent for a variety of applications in and around the home or workshop. Recommended For; Bundling and securing, repairs, patching and protecting, sealing boxes for storage, mailing and shipping, regripping handles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPC,51131980099,Manufacturer Part No,2960-A,Width,1.88 in.,Product Type,Duct Tape,Color,Silver,UV Resistant,No,Material,Polyethylene,Removable,Yes,Packaging Type,Shrinkwrap,Indoor or Outdoor,Indoor,Brand Name,3M,Sub Brand,Scotch,Length,60 yd,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-filtrete-12-in-w-x-24-in-h-x-1-in-d-5-merv-pleated-air-filter-1-pk,EJD-4012485,,3M Filtrete 12 in. W X 24 in. H X 1 in. D 5 MERV Pleated Air Filter 1 pk,3M,,"<div class=""detail"" id=""product_description"" itemprop=""description"">
<null>
</null></div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPC,51111539804,Manufacturer Part No,BA20-4,Brand Name,3M,Sub Brand,Filtrete,Width,12 in.,Height,24 in.,Depth,1 in.,MERV Rating,5 MERV,Pleated,Yes,Product Type,Air Filter,Number in Package,1 pk,Filters Smoke,No,Filters Bacteria,No,Filters Viruses,No,Filters Pollen,No,Metal Mesh Support,No,Air Filter Size,12x24x1,Filters Dust/Lint,Yes,Filters Mold Spores,No,Microparticle Performance Rating,300,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-filtrete-14-in-w-x-24-in-h-x-1-in-d-12-merv-pleated-air-filter-1-pk,EJD-4012503,,3M Filtrete 14 in. W X 24 in. H X 1 in. D 12 MERV Pleated Air Filter 1 pk,3M,,"<div class=""detail"" id=""product_description"" itemprop=""description"">
<null>
</null></div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPC,51141374338,Manufacturer Part No,UP23-4,Brand Name,3M,Sub Brand,Filtrete,Width,14 in.,Height,24 in.,Depth,1 in.,MERV Rating,12 MERV,Pleated,Yes,Product Type,Air Filter,Number in Package,1 pk,Filters Smoke,Yes,Filters Bacteria,No,Filters Viruses,No,Filters Pollen,Yes,Air Filter Size,14x24x1,Filters Dust/Lint,Yes,Filters Mold Spores,Yes,Microparticle Performance Rating,1500,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-filtrete-14-in-w-x-25-in-h-x-1-in-d-pleated-allergen-air-filter-pack-of-6,ACE-4333456,Model: UA04DC-6,3M Filtrete 14 in. W x 25 in. H x 1 in. D Pleated Allergen Air Filter (Pack of 6),3M,Home > Heating And Cooling,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    Your home should be your sanctuary, starting with the air you breathe. Filtrete Premium Allergen, Bacteria &amp; Virus Air Filters help capture unwanted particles from your household air, contributing to a cleaner, fresher home environment. By proactively capturing dust, bacteria, viruses and allergens, these high performance filters help improve your home’s air quality.

                
                </div>","Your home should be your sanctuary, starting with the air you breathe. Filtrete Premium Allergen, Bacteria & Virus Air Filters help capture unwanted particles from your household air, contributing to a cleaner, fresher home environment. By proactively capturing dust, bacteria, viruses and allergens, these high performance filters help improve your home’s air quality.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),4.02,Length (in.),25.8,Width (in.),14.6,Height (in.),6.4,UPC,51111021392,Manufacturer Part No,UA04DC-6,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-filtrete-20-in-w-x-25-in-h-6-merv-pleated-air-filter,ACE-4368353,Model: 9833DC-6,Filtrete 20 in. W X 25 in. H X 1 in. D 6 MERV Pleated Air Filter 1 pk (Pack of 6),3M,Home > SEASONAL SPECIALS > WINTER,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    When it comes to your home, you expect things to be neat and clean. You take steps to keep your home clean and in order. Unlike ordinary pleated filters, Filtrete Micro Particle Reduction filters are electrostatically charged to help capture more particles from your air. *

                
                </div>","When it comes to your home, you expect things to be neat and clean. You take steps to keep your home clean and in order. Unlike ordinary pleated filters, Filtrete Micro Particle Reduction filters are electrostatically charged to help capture more particles from your air. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),4.34,Length (in.),25.8,Width (in.),20.8,Height (in.),6.45,UPC,51111098332,Manufacturer Part No,9833-4,No antimicrobial needed,"Filtrete filter material will not support the growth of bacteria, mold, mildew &amp; fungi in normal use",California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-filtrete-30-in-w-x-20-in-h-x-1-in-d-13-merv-pleated-air-filter-1-pk,EJD-4012505,,3M Filtrete 30 in. W X 20 in. H X 1 in. D 13 MERV Pleated Air Filter 1 pk,3M,,"<div class=""detail"" id=""product_description"" itemprop=""description"">
<null>
</null></div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPC,51141905785,Manufacturer Part No,UT22-4,Brand Name,3M,Width,30 in.,Sub Brand,Filtrete,Height,20 in.,Depth,1 in.,MERV Rating,13 MERV,Pleated,Yes,Number in Package,1 pk,Filters Smoke,Yes,Product Type,Air Filter,Filters Pollen,Yes,Filters Bacteria,No,Filters Viruses,No,Filters Dust/Lint,Yes,Air Filter Size,20x30x1,Filters Mold Spores,Yes,Microparticle Performance Rating,1900,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-flue-tape-high-temperature-5-yd-aluminum,ACE-45892,Model: 2113NA,3M Scotch 1.5 in. W X 5 yd L Silver Flue Tape,3M,Home > HOME IMPROVEMENT > Home Goods > Tape,"<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M™ High-Temperature Flue Tape stops hot air leaks where they start - the seams of your heating ducts. This flue tape is heat resistant up to 600°F (315°C).

                
                </div>",3M™ High-Temperature Flue Tape stops hot air leaks where they start - the seams of your heating ducts. This flue tape is heat resistant up to 600°F (315°C).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.16,Length (in.),1.65,Width (in.),4,Height (in.),3.5,UPC,21200016998,Manufacturer Part No,2113NA,Width,1.5 in.,Brand Name,3M,Color,Silver,Material,Aluminum,Packaging Type,Carded,UV Resistant,No,Removable,No,Indoor or Outdoor,Indoor,Product Type,Flue Tape,Sub Brand,Scotch,Length,5 yd,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-garnet-paper-sheets-100-c-9-x-11-bare-wood,ACE-10690,,3M Pro-Pak 11 in. L X 9 in. W 100 Grit Garnet Sandpaper 25 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.

                
                </div>","3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),1.4,Length (in.),12.5,Width (in.),11.5,Height (in.),0.5,UPC,51144100323,Manufacturer Part No,88596NA,Brand Name,3M,Sub Brand,Pro-Pak,Length,11 in.,Width,9 in.,Grit,100 Grit,Grit Type,Medium,Product Type,Sandpaper,Number in Package,25 pk,Wet or Dry,Wet and Dry,Packaging Type,Carded,Material,Garnet,Recommended Surface,Bare Wood,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-garnet-paper-sheets-120-c-9-x-11-bare-wood,ACE-13440,Model: 88619NA,3M Pro-Pak 11 in. L X 9 in. W 120 Grit Aluminum Oxide Sandpaper 25 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.

                
                </div>","3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),1.3,Length (in.),11.5,Width (in.),9.5,Height (in.),1.3,UPC,51144100316,Manufacturer Part No,88619NA,Brand Name,3M,Sub Brand,Pro-Pak,Width,9 in.,Length,11 in.,Grit,120 Grit,Grit Type,Fine,Material,Aluminum Oxide,Product Type,Sandpaper,Recommended Surface,"Surface Preparation, Bare Wood",Wet or Dry,Wet and Dry,Packaging Type,Carded,Number in Package,25 pk,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-garnet-paper-sheets-150-a-9-x-11-bare-wood,ACE-13439,,3M Pro-Pak 11 in. L X 9 in. W 150 Grit Garnet Sandpaper 25 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.

                
                </div>","3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),1,Length (in.),11.5,Width (in.),9.8,Height (in.),1.3,UPC,51144100040,Manufacturer Part No,88595NA,Brand Name,3M,Sub Brand,Pro-Pak,Length,11 in.,Width,9 in.,Grit,150 Grit,Grit Type,Fine,Product Type,Sandpaper,Number in Package,25 pk,Packaging Type,Carded,Wet or Dry,Wet and Dry,Material,Garnet,Recommended Surface,Bare Wood,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-garnet-paper-sheets-220-a-9-x-11-bare-wood,ACE-11388,,3M Pro-Pak 11 in. L X 9 in. W 220 Grit Garnet Sandpaper 1 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.

                
                </div>","3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),0.6,Length (in.),11.8,Width (in.),9.5,Height (in.),0.8,UPC,51144100026,Manufacturer Part No,99411NA,Brand Name,3M,Sub Brand,Pro-Pak,Length,11 in.,Width,9 in.,Grit,220 Grit,Product Type,Sandpaper,Number in Package,1 pk,Packaging Type,Carded,Wet or Dry,Wet and Dry,Grit Type,Fine,Material,Garnet,Recommended Surface,Bare wood,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.maxwarehouse.com/products/3m-garnet-paper-sheets-80-d-9-x-11-bare-wood,ACE-11390,,3M Pro-Pak 11 in. L X 9 in. W 80 Grit Garnet Sandpaper 1 pk,3M,"Home > Paint > Paint Tools and Supplies > Sandpaper, Patching and Repair","<div class=""detail"" id=""product_description"" itemprop=""description"">
                
                    3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.

                
                </div>","3M Garnet Sandpaper is the choice of professional woodworkers for sanding a wide variety of bare and unfinished goods. Use on bare and unfinished wood. For best results when sanding wood surfaces, sand with the grain and work through a sequence of grits from course to ultra fine. Skip no more than one grit between each sanding step.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight (lb),1.8,Length (in.),11.5,Width (in.),9.5,Height (in.),1.3,UPC,51144100330,Manufacturer Part No,99416NA,Brand Name,3M,Sub Brand,Pro-Pak,Length,11 in.,Width,9 in.,Grit,80 Grit,Grit Type,Medium,Product Type,Sandpaper,Wet or Dry,Wet and Dry,Packaging Type,Carded,Recommended Surface,Bare Wood,Material,Garnet,Number in Package,1 pk,California residents see,Prop 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
